level_0,index,Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,LIVER_N50_neg m/z,LIVER_N50_neg RT mean,LIVER_N50_neg Normalized Area,LIVER_N01_neg m/z,LIVER_N01_neg RT mean,LIVER_N01_neg Normalized Area,Sample Profile (Ratio),protein Normalized Area,control Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM,Ratio N50/N01,[M-H]-,[M+HCOO]-
286,286,,0.52,8.38,844.5272,6.43 - 7.45,1,25000.0,844.5272,7.28,49200.0,-,-,0.0,1.00:0,49200.0,0.0,1.00:0,7.28,,,#DIV/0!,[],['Phosphatidylserine (37:3)']
287,287,,0.51,8.79,700.5165,11.12 - 12.19,1,24000.0,700.5165,11.57,49000.0,-,-,0.0,1.00:0,49000.0,0.0,1.00:0,11.57,,,#DIV/0!,[],[]
288,288,,0.58,8.31,719.5322,4.78 - 5.93,1,24000.0,719.5322,5.75,48900.0,-,-,0.0,1.00:0,48900.0,0.0,1.00:0,5.75,,,#DIV/0!,[],"['Phosphatidate (O-35:1)' 'Sphingomyelin (d32:1)'
 'Ceramide phosphoethanolamine (d35:1)']"
289,289,,0.56,9.14,847.5299,6.85 - 7.45,1,24000.0,847.5299,7.2,48200.0,-,-,0.0,1.00:0,48200.0,0.0,1.00:0,7.2,,,#DIV/0!,['Phosphatidate (48:12)' 'Phosphatidylinositol (35:2)'],[]
290,290,,0.54,9.19,879.2125,5.40 - 7.33,1,24000.0,879.2125,6.25,47500.0,-,-,0.0,1.00:0,47500.0,0.0,1.00:0,6.25,,,#DIV/0!,['Phosphatidylinositol trisphosphate (20:1)'],[]
291,291,,0.54,8.67,870.4967,10.13 - 10.75,1,24000.0,870.4967,10.47,47400.0,-,-,0.0,1.00:0,47400.0,0.0,1.00:0,10.47,,,#DIV/0!,[],['Sulfohexosyl ceramide (d38:6)']
292,292,,0.46,7.58,806.4918,6.94 - 8.01,1,24000.0,806.4918,8.01,47300.0,-,-,0.0,1.00:0,47300.0,0.0,1.00:0,8.01,,,#DIV/0!,['Phosphatidylserine (38:6)'],['Phosphatidylethanolamine (38:7)']
293,293,,0.5,8.75,1501.1512,14.83 - 15.80,1,23000.0,1501.1512,15.2,46800.0,-,-,0.0,1.00:0,46800.0,0.0,1.00:0,15.2,,,#DIV/0!,[],[]
294,294,,0.55,8.17,998.5287,9.81 - 10.64,1,23000.0,998.5287,10.36,46500.0,-,-,0.0,1.00:0,46500.0,0.0,1.00:0,10.36,,,#DIV/0!,[],[]
295,295,,0.59,7.38,315.2532,0.10 - 1.29,1,23000.0,315.2532,1.23,46500.0,-,-,0.0,1.00:0,46500.0,0.0,1.00:0,1.23,,,#DIV/0!,['Monoacylglycerol (15:0)'],['heptadecanoate']
296,296,,0.55,8.06,1063.6511,12.29 - 13.17,1,23000.0,1063.6511,12.76,46100.0,-,-,0.0,1.00:0,46100.0,0.0,1.00:0,12.76,,,#DIV/0!,[],['Phosphatidylinositol (48:8)']
297,297,,0.47,7.41,849.545,7.89 - 8.44,1,23000.0,849.545,8.14,46100.0,-,-,0.0,1.00:0,46100.0,0.0,1.00:0,8.14,,,#DIV/0!,['Phosphatidate (48:11)' 'Phosphatidylinositol (35:1)'],[]
298,298,,0.54,8.03,1049.6353,11.66 - 12.39,1,23000.0,1049.6353,12.09,46000.0,-,-,0.0,1.00:0,46000.0,0.0,1.00:0,12.09,,,#DIV/0!,[],[]
299,299,,0.52,8.84,570.4639,6.55 - 7.89,1,23000.0,570.4639,7.11,45500.0,-,-,0.0,1.00:0,45500.0,0.0,1.00:0,7.11,,,#DIV/0!,[],[]
300,300,,0.37,6.23,752.5493,11.52 - 12.47,1,23000.0,752.5493,11.97,45300.0,-,-,0.0,1.00:0,45300.0,0.0,1.00:0,11.97,,,#DIV/0!,[],[]
301,301,,0.41,7.11,1029.2468,8.44 - 9.69,1,23000.0,1029.2468,9.07,45100.0,-,-,0.0,1.00:0,45100.0,0.0,1.00:0,9.07,,,#DIV/0!,[],[]
302,302,,0.5,9.63,818.5303,9.44 - 10.25,1,22000.0,818.5303,9.65,44900.0,-,-,0.0,1.00:0,44900.0,0.0,1.00:0,9.65,,,#DIV/0!,['Phosphatidylserine (O-40:7)'],['Phosphatidylethanolamine (O-40:8)']
303,303,,0.54,8.19,592.1917,5.55 - 6.65,1,22000.0,592.1917,6.25,44900.0,-,-,0.0,1.00:0,44900.0,0.0,1.00:0,6.25,,,#DIV/0!,[],[]
304,304,,0.45,7.48,877.2125,3.20 - 4.62,1,22000.0,877.2125,3.81,44700.0,-,-,0.0,1.00:0,44700.0,0.0,1.00:0,3.81,,,#DIV/0!,[],[]
305,305,,0.51,9.8,760.5238,8.14 - 9.02,1,22000.0,760.5238,8.81,44000.0,-,-,0.0,1.00:0,44000.0,0.0,1.00:0,8.81,,,#DIV/0!,['Phosphatidylcholine (O-36:7)' 'Phosphatidylethanolamine (O-39:7)'],[]
306,306,,0.55,8.29,638.5714,11.16 - 12.17,1,22000.0,638.5714,11.92,43900.0,-,-,0.0,1.00:0,43900.0,0.0,1.00:0,11.92,,,#DIV/0!,[],['Ceramide (d38:1)']
307,307,,0.53,9.66,855.6561,9.76 - 10.76,1,22000.0,855.6561,10.22,43900.0,-,-,0.0,1.00:0,43900.0,0.0,1.00:0,10.22,,,#DIV/0!,['Triacylglycerol (53:10)'],['Sphingomyelin (d42:3)']
308,308,,0.57,8.62,857.5159,6.26 - 6.76,1,22000.0,857.5159,6.51,43500.0,-,-,0.0,1.00:0,43500.0,0.0,1.00:0,6.51,,,#DIV/0!,['Phosphatidylinositol (36:4)'],[]
309,309,,0.47,8.56,1074.5081,6.79 - 7.72,1,22000.0,1074.5081,7.22,43400.0,-,-,0.0,1.00:0,43400.0,0.0,1.00:0,7.22,,,#DIV/0!,[],[]
310,310,,0.59,7.6,548.2948,2.27 - 3.16,1,22000.0,548.2948,3.03,43300.0,-,-,0.0,1.00:0,43300.0,0.0,1.00:0,3.03,,,#DIV/0!,['Lysophosphatidylserine (20:2)' 'Phosphatidylserine (O-20:2)'],['Lysophosphatidylethanolamine (20:3)' 'Phosphatidylethanolamine (O-20:3)']
311,311,,0.53,9.17,929.5342,7.59 - 8.31,1,22000.0,929.5342,7.89,43200.0,-,-,0.0,1.00:0,43200.0,0.0,1.00:0,7.89,,,#DIV/0!,['Phosphatidylglycerophosphate (42:6)'],['Phosphatidylinositol (38:5)']
312,312,,0.56,8.62,492.0854,1.77 - 3.53,1,21000.0,492.0854,3.3,42800.0,-,-,0.0,1.00:0,42800.0,0.0,1.00:0,3.3,,,#DIV/0!,[],[]
313,313,,0.48,8.65,914.5613,9.10 - 9.81,1,21000.0,914.5613,9.56,42700.0,-,-,0.0,1.00:0,42700.0,0.0,1.00:0,9.56,,,#DIV/0!,[],[]
314,314,,0.54,8.58,967.6328,10.93 - 11.68,1,21000.0,967.6328,11.4,42500.0,-,-,0.0,1.00:0,42500.0,0.0,1.00:0,11.4,,,#DIV/0!,"['Phosphatidylinositol (44:5)' 'Phosphatidylglycerophosphate (44:1)'
 'Dihexosyldiacylglycerol (38:4)']",[]
315,315,,0.5,8.52,1471.3607,14.97 - 15.28,1,21000.0,1471.3607,15.15,42000.0,-,-,0.0,1.00:0,42000.0,0.0,1.00:0,15.15,,,#DIV/0!,[],[]
316,316,,0.52,8.92,798.5273,4.75 - 6.87,1,21000.0,798.5273,6.25,42000.0,-,-,0.0,1.00:0,42000.0,0.0,1.00:0,6.25,,,#DIV/0!,['Phosphatidylserine (37:3)'],['Phosphatidylcholine (34:4)' 'Phosphatidylethanolamine (37:4)']
317,317,,0.53,9.6,860.5386,9.27 - 9.69,1,21000.0,860.5386,9.48,41900.0,-,-,0.0,1.00:0,41900.0,0.0,1.00:0,9.48,,,#DIV/0!,['Phosphatidylserine (42:7)'],['Phosphatidylethanolamine (42:8)']
318,318,,0.54,8.81,554.3447,1.03 - 2.65,1,21000.0,554.3447,2.51,41900.0,-,-,0.0,1.00:0,41900.0,0.0,1.00:0,2.51,,,#DIV/0!,[],"['Lysophosphatidylcholine (17:0)' 'Lysophosphatidylethanolamine (20:0)'
 'Phosphatidylcholine (O-17:0)' 'Phosphatidylethanolamine (O-20:0)']"
319,319,,0.53,9.34,474.1017,1.02 - 3.24,1,21000.0,474.1017,3.16,41800.0,-,-,0.0,1.00:0,41800.0,0.0,1.00:0,3.16,,,#DIV/0!,[],[]
320,320,,0.52,9.29,904.5258,9.69 - 10.03,1,21000.0,904.5258,9.85,41700.0,-,-,0.0,1.00:0,41700.0,0.0,1.00:0,9.85,,,#DIV/0!,[],['Phosphatidylserine (42:8)']
321,321,,0.55,8.15,492.1038,1.88 - 3.83,1,21000.0,492.1038,3.74,41700.0,-,-,0.0,1.00:0,41700.0,0.0,1.00:0,3.74,,,#DIV/0!,[],[]
322,322,,0.54,8.02,821.5623,8.44 - 9.10,1,21000.0,821.5623,8.65,41600.0,-,-,0.0,1.00:0,41600.0,0.0,1.00:0,8.65,,,#DIV/0!,['Phosphatidylinositol (O-34:1)'],"['Phosphatidate (O-43:6)' 'Phosphatidylglycerol (36:1)'
 'Bismonoacylglycerolphosphate (36:1)']"
323,323,,0.49,8.93,1397.344,14.53 - 14.83,1,21000.0,1397.344,14.7,41400.0,-,-,0.0,1.00:0,41400.0,0.0,1.00:0,14.7,,,#DIV/0!,[],[]
324,324,,0.46,7.41,1093.2369,9.56 - 9.79,1,21000.0,1093.2369,9.65,41100.0,-,-,0.0,1.00:0,41100.0,0.0,1.00:0,9.65,,,#DIV/0!,[],[]
325,325,,0.43,7.59,928.4991,6.80 - 7.76,1,21000.0,928.4991,7.21,41100.0,-,-,0.0,1.00:0,41100.0,0.0,1.00:0,7.21,,,#DIV/0!,[],[]
326,326,,0.52,8.12,1099.2688,10.80 - 11.08,1,20000.0,1099.2688,10.93,40900.0,-,-,0.0,1.00:0,40900.0,0.0,1.00:0,10.93,,,#DIV/0!,[],[]
327,327,,0.51,8.8,1545.3784,15.35 - 15.60,1,20000.0,1545.3784,15.5,40800.0,-,-,0.0,1.00:0,40800.0,0.0,1.00:0,15.5,,,#DIV/0!,[],[]
328,328,,0.52,8.27,868.5293,5.77 - 7.15,1,20000.0,868.5293,6.8,40700.0,-,-,0.0,1.00:0,40700.0,0.0,1.00:0,6.8,,,#DIV/0!,[],['Phosphatidylserine (39:5)']
329,329,,0.58,8.43,797.5312,7.67 - 8.35,1,20000.0,797.5312,8.14,40500.0,-,-,0.0,1.00:0,40500.0,0.0,1.00:0,8.14,,,#DIV/0!,['Phosphatidylglycerol (38:4)' 'Bismonoacylglycerolphosphate (38:4)'],['Phosphatidate (40:4)']
330,330,,0.47,8.55,1554.134,8.81 - 9.60,1,20000.0,1554.134,9.48,40400.0,-,-,0.0,1.00:0,40400.0,0.0,1.00:0,9.48,,,#DIV/0!,[],[]
331,331,,0.39,6.59,954.2316,6.59 - 8.48,1,20000.0,954.2316,6.63,40300.0,-,-,0.0,1.00:0,40300.0,0.0,1.00:0,6.63,,,#DIV/0!,[],[]
332,332,,0.57,8.74,750.5275,6.18 - 7.17,1,20000.0,750.5275,7.07,40200.0,-,-,0.0,1.00:0,40200.0,0.0,1.00:0,7.07,,,#DIV/0!,[],['Phosphatidylcholine (30:0)' 'Phosphatidylethanolamine (33:0)']
333,333,,0.53,9.04,608.5234,8.69 - 9.48,1,20000.0,608.5234,9.23,40100.0,-,-,0.0,1.00:0,40100.0,0.0,1.00:0,9.23,,,#DIV/0!,[],['Ceramide (d36:2)']
334,334,,0.55,8.32,429.1039,1.44 - 3.24,1,20000.0,429.1039,3.16,40100.0,-,-,0.0,1.00:0,40100.0,0.0,1.00:0,3.16,,,#DIV/0!,[],[]
335,335,,0.53,9.7,872.5901,9.52 - 10.17,1,20000.0,872.5901,10.0,40000.0,-,-,0.0,1.00:0,40000.0,0.0,1.00:0,10.0,,,#DIV/0!,['Phosphatidylserine (O-44:8)'],['Phosphatidylethanolamine (O-44:9)']
336,336,,0.46,7.61,1578.1396,9.02 - 9.48,1,20000.0,1578.1396,9.35,39400.0,-,-,0.0,1.00:0,39400.0,0.0,1.00:0,9.35,,,#DIV/0!,[],[]
337,337,,0.51,8.57,673.4971,11.10 - 11.96,1,20000.0,673.4971,11.61,39100.0,-,-,0.0,1.00:0,39100.0,0.0,1.00:0,11.61,,,#DIV/0!,['Ceramide phosphoethanolamine (t34:2)'],['Diacylglycerol (37:5)']
338,338,,0.5,8.75,1469.3604,14.93 - 15.25,1,19000.0,1469.3604,15.15,39000.0,-,-,0.0,1.00:0,39000.0,0.0,1.00:0,15.15,,,#DIV/0!,[],[]
339,339,,0.5,9.01,1534.0742,9.27 - 9.48,1,19000.0,1534.0742,9.35,39000.0,-,-,0.0,1.00:0,39000.0,0.0,1.00:0,9.35,,,#DIV/0!,[],[]
340,340,,0.54,8.03,600.5105,9.76 - 10.59,1,19000.0,600.5105,10.41,38800.0,-,-,0.0,1.00:0,38800.0,0.0,1.00:0,10.41,,,#DIV/0!,[],[]
341,341,,0.52,9.06,955.5507,8.14 - 8.40,1,19000.0,955.5507,8.27,38200.0,-,-,0.0,1.00:0,38200.0,0.0,1.00:0,8.27,,,#DIV/0!,['Phosphatidylglycerophosphate (44:7)'],['Phosphatidylinositol (40:6)']
342,342,,0.55,8.24,762.6208,14.10 - 14.66,1,19000.0,762.6208,14.51,38100.0,-,-,0.0,1.00:0,38100.0,0.0,1.00:0,14.51,,,#DIV/0!,[],[]
343,343,,0.5,8.88,682.4792,5.93 - 7.36,1,19000.0,682.4792,6.99,38100.0,-,-,0.0,1.00:0,38100.0,0.0,1.00:0,6.99,,,#DIV/0!,['Lysophosphatidylcholine (30:4)' 'Phosphatidylethanolamine (O-33:4)'],[]
344,344,,0.53,9.6,938.4852,10.17 - 10.85,1,19000.0,938.4852,10.52,37900.0,-,-,0.0,1.00:0,37900.0,0.0,1.00:0,10.52,,,#DIV/0!,[],[]
345,345,,0.53,9.51,718.6149,12.85 - 13.86,1,19000.0,718.6149,13.32,37200.0,-,-,0.0,1.00:0,37200.0,0.0,1.00:0,13.32,,,#DIV/0!,[],[]
346,346,,0.53,9.29,600.2227,5.56 - 6.60,1,18000.0,600.2227,6.24,36900.0,-,-,0.0,1.00:0,36900.0,0.0,1.00:0,6.24,,,#DIV/0!,[],[]
347,347,,0.53,9.77,863.6838,10.91 - 11.69,1,18000.0,863.6838,11.45,36800.0,-,-,0.0,1.00:0,36800.0,0.0,1.00:0,11.45,,,#DIV/0!,['Phosphatidate (O-49:4)'],"['Monoalkyldiacylglycerol (O-51:8)' 'Sphingomyelin (t41:0)'
 'Ceramide phosphoethanolamine (t44:0)']"
348,348,,0.51,9.7,812.5781,8.52 - 8.94,1,18000.0,812.5781,8.73,36700.0,-,-,0.0,1.00:0,36700.0,0.0,1.00:0,8.73,,,#DIV/0!,['Phosphatidylserine (O-39:3)'],"['Lysophosphatidylcholine (36:4)' 'Phosphatidylcholine (O-36:4)'
 'Phosphatidylethanolamine (O-39:4)']"
349,349,,0.49,8.88,1058.5491,8.14 - 8.81,1,18000.0,1058.5491,8.52,36700.0,-,-,0.0,1.00:0,36700.0,0.0,1.00:0,8.52,,,#DIV/0!,[],[]
350,350,,0.51,8.74,454.1141,1.64 - 4.01,1,18000.0,454.1141,2.56,36700.0,-,-,0.0,1.00:0,36700.0,0.0,1.00:0,2.56,,,#DIV/0!,[],[]
351,351,,0.53,9.46,877.6997,11.66 - 12.45,1,18000.0,877.6997,12.16,36300.0,-,-,0.0,1.00:0,36300.0,0.0,1.00:0,12.16,,,#DIV/0!,['Phosphatidate (O-50:4)'],['Monoalkyldiacylglycerol (O-52:8)' 'Sphingomyelin (t42:0)']
352,352,,0.52,8.77,926.6082,9.93 - 10.88,1,18000.0,926.6082,10.31,36200.0,-,-,0.0,1.00:0,36200.0,0.0,1.00:0,10.31,,,#DIV/0!,[],['Phosphatidylserine (43:4)']
353,353,,0.55,8.08,745.5476,5.04 - 6.54,1,18000.0,745.5476,5.98,35700.0,-,-,0.0,1.00:0,35700.0,0.0,1.00:0,5.98,,,#DIV/0!,[],['Phosphatidate (O-37:2)' 'Sphingomyelin (d34:2)']
354,354,,0.53,9.47,751.5126,11.13 - 11.95,1,17000.0,751.5126,11.59,34800.0,-,-,0.0,1.00:0,34800.0,0.0,1.00:0,11.59,,,#DIV/0!,['Lysophosphatidylinositol (O-30:1)'],['Ceramide phosphoethanolamine (d38:6)']
355,355,,0.47,7.09,702.5055,7.43 - 8.44,1,17000.0,702.5055,8.35,34800.0,-,-,0.0,1.00:0,34800.0,0.0,1.00:0,8.35,,,#DIV/0!,['Phosphatidylcholine (30:1)' 'Phosphatidylethanolamine (33:1)'],[]
356,356,,0.54,8.03,822.7544,16.01 - 16.33,1,17000.0,822.7544,16.16,34500.0,-,-,0.0,1.00:0,34500.0,0.0,1.00:0,16.16,,,#DIV/0!,[],[]
357,357,,0.52,8.71,1101.2681,10.79 - 11.08,1,17000.0,1101.2681,10.92,34400.0,-,-,0.0,1.00:0,34400.0,0.0,1.00:0,10.92,,,#DIV/0!,[],[]
358,358,,0.47,7.09,558.4634,7.05 - 8.27,1,17000.0,558.4634,7.2,34300.0,-,-,0.0,1.00:0,34300.0,0.0,1.00:0,7.2,,,#DIV/0!,[],[]
359,359,,0.52,8.48,668.5735,12.25 - 13.34,1,17000.0,668.5735,12.95,34200.0,-,-,0.0,1.00:0,34200.0,0.0,1.00:0,12.95,,,#DIV/0!,[],['Ceramide (t39:1)']
360,360,,0.53,9.46,1185.7318,10.91 - 11.50,1,17000.0,1185.7318,11.23,34200.0,-,-,0.0,1.00:0,34200.0,0.0,1.00:0,11.23,,,#DIV/0!,['Phosphatidylinositol monophosphate (54:6)'],['Ganglioside GA2 (d40:5)']
361,361,,0.46,8.07,1499.1543,14.79 - 16.09,1,17000.0,1499.1543,15.2,33600.0,-,-,0.0,1.00:0,33600.0,0.0,1.00:0,15.2,,,#DIV/0!,[],[]
362,362,,0.55,8.08,940.5773,9.52 - 10.08,1,17000.0,940.5773,9.97,33400.0,-,-,0.0,1.00:0,33400.0,0.0,1.00:0,9.97,,,#DIV/0!,[],[]
363,363,,0.49,9.02,842.5422,7.01 - 7.97,1,17000.0,842.5422,7.25,33400.0,-,-,0.0,1.00:0,33400.0,0.0,1.00:0,7.25,,,#DIV/0!,['Phosphatidylserine (O-42:9)'],[]
364,364,,0.51,9.77,874.5575,5.51 - 6.80,1,17000.0,874.5575,6.58,33400.0,-,-,0.0,1.00:0,33400.0,0.0,1.00:0,6.58,,,#DIV/0!,[],['Phosphatidylcholine (40:8)']
365,365,,0.52,8.7,849.5947,9.69 - 10.45,1,17000.0,849.5947,10.08,33200.0,-,-,0.0,1.00:0,33200.0,0.0,1.00:0,10.08,,,#DIV/0!,['Phosphatidylinositol (O-36:1)'],"['Phosphatidate (O-45:6)' 'Phosphatidylglycerol (38:1)'
 'Bismonoacylglycerolphosphate (38:1)']"
366,366,,0.32,5.78,916.5635,9.69 - 10.41,1,17000.0,916.5635,10.12,33100.0,-,-,0.0,1.00:0,33100.0,0.0,1.00:0,10.12,,,#DIV/0!,[],['Phosphatidylserine (O-44:9)']
367,367,,0.4,6.88,696.6496,14.16 - 15.03,1,16000.0,696.6496,14.83,32700.0,-,-,0.0,1.00:0,32700.0,0.0,1.00:0,14.83,,,#DIV/0!,[],['Ceramide (d42:0)']
368,368,,0.47,7.24,814.594,9.15 - 9.97,1,16000.0,814.594,9.61,32700.0,-,-,0.0,1.00:0,32700.0,0.0,1.00:0,9.61,,,#DIV/0!,['Phosphatidylserine (O-39:2)'],['Phosphatidylcholine (O-36:3)' 'Phosphatidylethanolamine (O-39:3)']
369,369,,0.58,8.28,524.2977,2.36 - 2.71,1,16000.0,524.2977,2.56,32500.0,-,-,0.0,1.00:0,32500.0,0.0,1.00:0,2.56,,,#DIV/0!,['Lysophosphatidylserine (18:0)' 'Phosphatidylserine (O-18:0)'],"['Lysophosphatidylethanolamine (18:1)' 'Phosphatidylcholine (O-15:1)'
 'Phosphatidylethanolamine (O-18:1)']"
370,370,,0.51,9.41,758.5681,10.31 - 11.43,1,16000.0,758.5681,10.89,31900.0,-,-,0.0,1.00:0,31900.0,0.0,1.00:0,10.89,,,#DIV/0!,['Phosphatidylcholine (34:1)' 'Phosphatidylethanolamine (37:1)'],[]
371,371,,0.5,8.75,407.1205,1.73 - 3.95,1,16000.0,407.1205,3.81,31700.0,-,-,0.0,1.00:0,31700.0,0.0,1.00:0,3.81,,,#DIV/0!,[],[]
372,372,,0.53,9.59,734.6463,14.59 - 15.06,1,16000.0,734.6463,14.8,31500.0,-,-,0.0,1.00:0,31500.0,0.0,1.00:0,14.8,,,#DIV/0!,['Ceramide (d49:7)'],[]
373,373,,0.51,9.87,925.6602,10.94 - 11.87,1,16000.0,925.6602,11.36,31500.0,-,-,0.0,1.00:0,31500.0,0.0,1.00:0,11.36,,,#DIV/0!,[],[]
374,374,,0.5,8.63,738.5403,9.10 - 10.08,1,16000.0,738.5403,9.54,31400.0,-,-,0.0,1.00:0,31400.0,0.0,1.00:0,9.54,,,#DIV/0!,"['Lysophosphatidylcholine (34:4)' 'Phosphatidylcholine (O-34:4)'
 'Phosphatidylethanolamine (O-37:4)']",[]
375,375,,0.38,6.47,1015.2213,9.60 - 9.81,1,16000.0,1015.2213,9.65,31200.0,-,-,0.0,1.00:0,31200.0,0.0,1.00:0,9.65,,,#DIV/0!,[],[]
376,376,,0.52,9.22,852.5253,10.06 - 10.55,1,16000.0,852.5253,10.4,31100.0,-,-,0.0,1.00:0,31100.0,0.0,1.00:0,10.4,,,#DIV/0!,['Sulfohexosyl ceramide (d40:6)'],[]
377,377,,0.52,8.83,586.4944,9.15 - 9.73,1,15000.0,586.4944,9.35,31000.0,-,-,0.0,1.00:0,31000.0,0.0,1.00:0,9.35,,,#DIV/0!,[],[]
378,378,,0.54,7.97,468.0851,3.26 - 3.61,1,15000.0,468.0851,3.49,31000.0,-,-,0.0,1.00:0,31000.0,0.0,1.00:0,3.49,,,#DIV/0!,[],[]
379,379,,0.53,9.2,777.5261,11.52 - 12.25,1,15000.0,777.5261,11.94,30800.0,-,-,0.0,1.00:0,30800.0,0.0,1.00:0,11.94,,,#DIV/0!,[],['Ceramide phosphoethanolamine (d40:7)']
380,380,,0.47,8.17,965.1919,10.27 - 11.16,1,15000.0,965.1919,10.59,30800.0,-,-,0.0,1.00:0,30800.0,0.0,1.00:0,10.59,,,#DIV/0!,[],[]
381,381,,0.47,7.33,903.2095,6.85 - 7.08,1,15000.0,903.2095,6.99,30800.0,-,-,0.0,1.00:0,30800.0,0.0,1.00:0,6.99,,,#DIV/0!,['Phosphatidylinositol trisphosphate (22:3)'],[]
382,382,,0.56,8.68,398.1306,2.48 - 3.40,1,15000.0,398.1306,3.24,30800.0,-,-,0.0,1.00:0,30800.0,0.0,1.00:0,3.24,,,#DIV/0!,['Phosphatidylserine (8:0)'],[]
383,383,,0.45,8.08,808.51,6.94 - 7.54,1,15000.0,808.51,7.15,30000.0,-,-,0.0,1.00:0,30000.0,0.0,1.00:0,7.15,,,#DIV/0!,['Phosphatidylserine (38:5)'],['Phosphatidylcholine (35:6)' 'Phosphatidylethanolamine (38:6)']
384,384,,0.47,7.73,805.5225,6.08 - 7.09,1,15000.0,805.5225,6.51,30000.0,-,-,0.0,1.00:0,30000.0,0.0,1.00:0,6.51,,,#DIV/0!,['Phosphatidylinositol (O-33:2)'],['Phosphatidylglycerol (35:2)' 'Bismonoacylglycerolphosphate (35:2)']
385,385,,0.51,9.65,782.5669,10.15 - 10.84,1,15000.0,782.5669,10.31,29800.0,-,-,0.0,1.00:0,29800.0,0.0,1.00:0,10.31,,,#DIV/0!,['Phosphatidylcholine (36:3)' 'Phosphatidylethanolamine (39:3)'],[]
386,386,,0.52,9.1,761.5741,12.46 - 13.08,1,15000.0,761.5741,12.84,29600.0,-,-,0.0,1.00:0,29600.0,0.0,1.00:0,12.84,,,#DIV/0!,[],"['Phosphatidate (O-38:1)' 'Sphingomyelin (d35:1)'
 'Ceramide phosphoethanolamine (d38:1)']"
387,387,,0.55,8.29,616.2823,2.37 - 3.14,1,15000.0,616.2823,3.03,29500.0,-,-,0.0,1.00:0,29500.0,0.0,1.00:0,3.03,,,#DIV/0!,[],['Lysophosphatidylserine (22:5)']
388,388,,0.51,8.98,782.4939,7.76 - 8.14,1,15000.0,782.4939,7.97,29400.0,-,-,0.0,1.00:0,29400.0,0.0,1.00:0,7.97,,,#DIV/0!,['Phosphatidylserine (36:4)'],['Phosphatidylcholine (33:5)' 'Phosphatidylethanolamine (36:5)']
389,389,,0.54,8.31,452.0984,0.41 - 3.40,1,15000.0,452.0984,3.24,29300.0,-,-,0.0,1.00:0,29300.0,0.0,1.00:0,3.24,,,#DIV/0!,[],[]
390,390,,0.51,8.49,556.2163,5.54 - 6.56,1,15000.0,556.2163,6.25,29200.0,-,-,0.0,1.00:0,29200.0,0.0,1.00:0,6.25,,,#DIV/0!,[],[]
391,391,,0.52,9.17,816.5728,10.18 - 10.65,1,15000.0,816.5728,10.35,29100.0,-,-,0.0,1.00:0,29100.0,0.0,1.00:0,10.35,,,#DIV/0!,['Phosphatidylserine (38:1)'],"['Phosphatidylcholine (35:2)' 'Phosphatidylethanolamine (38:2)'
 'Hexosyl ceramide (d40:7)']"
392,392,,0.52,8.23,591.3275,5.57 - 6.54,1,15000.0,591.3275,6.27,29100.0,-,-,0.0,1.00:0,29100.0,0.0,1.00:0,6.27,,,#DIV/0!,['Phosphatidylglycerol (23:2)' 'Bismonoacylglycerolphosphate (23:2)'],['Phosphatidate (25:2)']
393,393,,0.49,9.4,1084.4858,10.17 - 10.86,1,15000.0,1084.4858,10.48,29000.0,-,-,0.0,1.00:0,29000.0,0.0,1.00:0,10.48,,,#DIV/0!,[],[]
394,394,,0.51,8.75,1021.5194,7.67 - 7.93,1,14000.0,1021.5194,7.8,29000.0,-,-,0.0,1.00:0,29000.0,0.0,1.00:0,7.8,,,#DIV/0!,[],['Phosphatidylglycerophosphate (46:11)']
395,395,,0.44,7.76,860.5383,8.77 - 9.56,1,14000.0,860.5383,8.9,28900.0,-,-,0.0,1.00:0,28900.0,0.0,1.00:0,8.9,,,#DIV/0!,['Phosphatidylserine (42:7)'],['Phosphatidylethanolamine (42:8)']
396,396,,0.51,8.6,845.5615,8.06 - 8.81,1,14000.0,845.5615,8.57,28800.0,-,-,0.0,1.00:0,28800.0,0.0,1.00:0,8.57,,,#DIV/0!,['Phosphatidylinositol (O-36:3)'],['Phosphatidylglycerol (38:3)' 'Bismonoacylglycerolphosphate (38:3)']
397,397,,0.5,9.35,509.3358,5.56 - 6.52,1,14000.0,509.3358,6.03,28800.0,-,-,0.0,1.00:0,28800.0,0.0,1.00:0,6.03,,,#DIV/0!,['Sphingomyelin (t19:0)' 'Ceramide phosphoethanolamine (t22:0)'],[]
398,398,,0.53,9.35,748.6054,13.49 - 14.16,1,14000.0,748.6054,14.0,28700.0,-,-,0.0,1.00:0,28700.0,0.0,1.00:0,14.0,,,#DIV/0!,[],[]
399,399,,0.47,7.33,972.5157,9.15 - 10.00,1,14000.0,972.5157,9.86,28700.0,-,-,0.0,1.00:0,28700.0,0.0,1.00:0,9.86,,,#DIV/0!,[],[]
400,400,,0.48,7.42,850.4809,7.07 - 8.18,1,14000.0,850.4809,7.43,28100.0,-,-,0.0,1.00:0,28100.0,0.0,1.00:0,7.43,,,#DIV/0!,[],['Phosphatidylserine (38:7)']
401,401,,0.53,9.66,1475.991,16.02 - 16.36,1,14000.0,1475.991,16.13,27800.0,-,-,0.0,1.00:0,27800.0,0.0,1.00:0,16.13,,,#DIV/0!,[],[]
