LTP	lipid	lipid chains	LTP volume	lipid volume	 lipid SMILES	interaction type	screen
FABP5	FA(18:1)	octadecenoate => (18:1)	1506	270.3799999999999	C(CCCCCCCCCCC/C=C/CCCC)(=O)O	known	in vitro
FABP5	FA(18:2)	octadecadienoate => (18:2)	1506	271.37999999999994	C(CCCC/C=C/CCCC/C=C/CCCCC)(=O)O	known	in vitro
FABP5	FA(19:1)	nonadecenoate => (19:1)	1506	284.03999999999985	C(CCCCCCCC/C=C/CCCCCCCC)(=O)O	known	in vitro
FABP5	FA(20:3)	eicosatrienoate => (20:3)	1506	299.6999999999997	C(CCCCC/C=C/C/C=C/C/C=C/CCCCCC)(=O)O	known	in vitro
FABP5	FA(20:4)	eicosatetraenoate => (20:4)	1506	300.6999999999998	C(O)(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	known	in vitro
FABP5	FA(20:5)	eicosapentaenoate => (20:5)	1506	301.6999999999999	C(CCC/C=C\C/C=C\C/C=C/C/C=C\C/C=C/CC)(=O)O	known	in vitro
FABP5	FA(22:4)	docosatetraenoate => (22:4)	1506	300.6999999999998	C(O)(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	known	in vitro
FABP5	FA(22:5)	docosapentaenoate => (22:5)	1506	329.0199999999997	C(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)(=O)O	known	in vitro
FABP7	FA(16:1)	hexadecenoate => (16:1)	1547	243.05999999999995	C(=C/CCCCCCCC)/CCCCCC(=O)O	known	in vitro
FABP7	FA(17:1)	heptadecenoate => (17:1)	1547	256.7199999999999	C(CCCCCCCC/C=C/CCCCCC)(=O)O	known	in vitro
FABP7	FA(18:1)	octadecenoate => (18:1)	1547	270.3799999999999	C(CCCCCCCCCCC/C=C/CCCC)(=O)O	known	in vitro
FABP7	FA(18:2)	octadecadienoate => (18:2)	1547	271.37999999999994	C(CCCC/C=C/CCCC/C=C/CCCCC)(=O)O	known	in vitro
FABP7	FA(19:1)	nonadecenoate => (19:1)	1547	284.03999999999985	C(CCCCCCCC/C=C/CCCCCCCC)(=O)O	known	in vitro
FABP7	FA(20:4)	eicosatetraenoate => (20:4)	1547	300.6999999999998	C(O)(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	known	in vitro
FABP7	FA(20:5)	eicosapentaenoate => (20:5)	1547	301.6999999999999	C(CCC/C=C\C/C=C\C/C=C/C/C=C\C/C=C/CC)(=O)O	known	in vitro
FABP7	FA(22:5)	docosapentaenoate => (22:5)	1547	329.0199999999997	C(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)(=O)O	known	in vitro
GLTP	FA(18:3)	octadecatrienoate => (18:3)	1802	272.37999999999994	C(=C/C/C=C\C/C=C\CCCCC)/CCCCC(=O)O	new	in vitro
GLTP	FA(22:3)	docosatrienoate => (22:3)	1802	327.01999999999964	C(CCCCCCCC/C=C\C/C=C\C/C=C\CCCCC)(=O)O	new	in vitro
GLTP	FA(22:4)	docosatetraenoate => (22:4)	1802	300.6999999999998	C(O)(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	new	in vitro
GLTP	FAL(18:3)	octadecatrienol => (18:3)	1802	272.37999999999994	C(=C/C/C=C\C/C=C\CCCCC)/CCCCC(=O)O	new	in vitro
GLTP	Hex2Cer(t*40:2)	Dihexosyl ceramide (t*40:2)	1802	831.8500000000012	[C@](CO[C@H]1[C@H](O)[C@@H](O)[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@@H](CO)O2)[C@@H](CO)O1)([H])(NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCC	new	in cellulo
GLTP	Hex2Cer(t*42:2)	Dihexosyl ceramide (t*42:2)	1802	859.1700000000013	[C@](CO[C@H]1[C@H](O)[C@@H](O)[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@@H](CO)O2)[C@@H](CO)O1)([H])(NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC	new	in cellulo
GLTP	HexCer(d*34:1)	Hexosyl ceramide (d*34:1)	1802	627.9000000000004	[C@](CO[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)([H])(NC(CCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC	known	in cellulo
GLTP	HexCer(d*36:1)	Hexosyl ceramide (d*36:1)	1802	655.2200000000006	[C@](CO[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)([H])(NC(CCCCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCC	known	in cellulo
GLTP	HexCer(d*36:2)	Hexosyl ceramide (d*36:2)	1802	656.2200000000004	[C@](CO[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)([H])(NC(CCCCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/C=C/CCCCCCC	known	in cellulo
GLTP	HexCer(d*40:1)	Hexosyl ceramide (d*40:1)	1802	709.8600000000008	[C@](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)([H])(NC(CCCCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC	known	in cellulo
GLTP	HexCer(d*40:2)	Hexosyl ceramide (d*40:2)	1802	710.8600000000005	[C@](CO[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)([H])(NC(CCCCCCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/C=C/CCCCCCCCC	known	in cellulo
GLTP	HexCer(d*41:1)	Hexosyl ceramide (d*41:1)	1802	723.5200000000009	[C@](CO[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)([H])(NC(CCCCCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC	known	in cellulo
GLTP	HexCer(d*42:1)	Hexosyl ceramide (d*42:1)	1802	737.1800000000007	[C@](CO[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)([H])(NC(CCCCCCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC	known	in cellulo
GLTP	HexCer(d*42:1)	"Hexosyl ceramide (d42:1) => (d18:1/24:0);Hexosyl ceramide (DH42:1) => (DH18:1/24:0)"	1802	737.1800000000007	[C@](CO[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)([H])(NC(CCCCCCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC	known	in vitro
GLTP	HexCer(d*42:2)	Hexosyl ceramide (d*42:2)	1802	738.1800000000009	[C@](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)([H])(NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC	known	in cellulo
GLTP	HexCer(d*42:2)	"Hexosyl ceramide (d42:2) => (d18:1/24:1);Hexosyl ceramide (DH42:2) => (DH18:1/24:1)"	1802	738.1800000000009	[C@](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)([H])(NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC	known	in vitro
GLTP	HexCer(d*42:3)	Hexosyl ceramide (d*42:3)	1802	747.9700000000005	C([C@H](NC([C@H](O)CCCCCCCCCCCCCCCCCCCCCC)=O)[C@H](O)/C=C/CC/C=C/C=C/CCCCCCC)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1	known	in cellulo
GLTP	HexCer(t*34:1)	Hexosyl ceramide (t*34:1)	1802	627.9000000000004	[C@](CO[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)([H])(NC(CCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCC	known	in cellulo
GLTP	HexCer(t*34:2)	Hexosyl ceramide (t*34:2)	1802	628.9000000000004	[C@](CO[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)([H])(NC(CCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CC/C=C(\C)/CCCCCCCC	known	in cellulo
GLTP	HexCer(t*36:2)	Hexosyl ceramide (t*36:2)	1802	656.2200000000004	[C@](CO[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)([H])(NC(CCCCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/C=C/CCCCCCC	known	in cellulo
GLTP	HexCer(t*40:1)	"Hexosyl ceramide (t40:1);Hexosyl ceramide (d40:1-OH)"	1802	709.8600000000008	[C@](CO[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)([H])(NC(CCCCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC	known	in vitro
GLTP	HexCer(t*40:1)	Hexosyl ceramide (t*40:1)	1802	709.8600000000008	[C@](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)([H])(NC(CCCCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC	known	in cellulo
GLTP	HexCer(t*40:2)	"Hexosyl ceramide (t40:2);Hexosyl ceramide (d40:2-OH)"	1802	710.8600000000005	[C@](CO[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)([H])(NC(CCCCCCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/C=C/CCCCCCCCC	known	in vitro
GLTP	HexCer(t*40:2)	Hexosyl ceramide (t*40:2)	1802	710.8600000000007	[C@](CO[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@@H](CO)O1)([H])(NC(CCCCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCC/C=C\CCC	known	in cellulo
GLTP	HexCer(t*41:1)	Hexosyl ceramide (t*41:1)	1802	723.5200000000009	[C@](CO[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)([H])(NC(CCCCCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC	known	in cellulo
GLTP	HexCer(t*41:2)	Hexosyl ceramide (t*41:2)	1802	733.3100000000009	C([C@H](NC([C@H](O)CCCCCCCCCCCCCCCCCCCC)=O)[C@H](O)/C=C/CC/C=C(\C)/CCCCCCCCC)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1	known	in cellulo
GLTP	HexCer(t*42:1)	Hexosyl ceramide (t*42:1)	1802	737.1800000000007	CCCCCCCCCCC/C=C/C[C@@]([H])(O)[C@@]([H])(NC(=O)CCCCCCCCCCCCCCCCCCCCCCCC)CO[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1	known	in cellulo
GLTP	HexCer(t*42:1)	"Hexosyl ceramide (t42:1);Hexosyl ceramide (d42:1-OH)"	1802	737.1800000000007	[C@](CO[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)([H])(NC(CCCCCCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC	known	in vitro
GLTP	HexCer(t*42:2)	Hexosyl ceramide (t*42:2)	1802	738.1800000000009	[C@](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)([H])(NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC	known	in cellulo
GLTP	HexCer(t*42:2)	"Hexosyl ceramide (t42:2);Hexosyl ceramide (d42:2-OH)"	1802	738.1800000000009	[C@](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)([H])(NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC	known	in vitro
GLTP	HexCer(t*42:3)	Hexosyl ceramide (t*42:3)	1802	747.9700000000005	C([C@H](NC([C@H](O)CCCCCCCCCCCCCCCCCCCCCC)=O)[C@H](O)/C=C/CC/C=C/C=C/CCCCCCC)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1	known	in cellulo
GLTP	HexCer(t*44:2)	"Hexosyl ceramide (t44:2);Hexosyl ceramide (d44:2-OH)"	1802	765.500000000001	[C@](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)([H])(NC(CCCCCCCCCCCCCCC/C=C\CCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC	known	in vitro
GLTP	LPE(17:1)	Lysophosphatidylethanolamine (17:1) => (17:1)	1802	396.15999999999957	[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCCC/C=C\CCCCCCC)=O	new	in vitro
GLTP	LPE(O-18:1)	Lysophosphatidylethanolamine (O-18:1)	1802	400.02999999999963	[C@](COP(=O)(O)OCCN)([H])(O)COCCCCCCCC/C=C\CCCCCCCC	new	in vitro
GLTP	LPG(18:1)	Lysophosphatidylglycerol (18:1)	1802	431.8799999999994	[H][C@](O)(CO)COP(OC[C@]([H])(O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O	new	in vitro
GLTP	PE(O-16:0)/LPE(16:0)	"Phosphatidylethanolamine (O-16:0);Lysophosphatidylethanolamine (16:0)"	1802	371.70999999999975	[C@](COP(=O)(O)OCCN)([H])(O)COCCCCCCCCCCCCCCCC	new	in vitro
GLTP	PE(O-16:1)/LPE(16:1)	"Lysophosphatidylethanolamine (16:1);Phosphatidylethanolamine (O-16:1)"	1802	382.4999999999996	[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCCC/C=C\CCCCCC)=O	new	in vitro
GLTP	SHexCer(d*42:1)	"Sulfohexosyl ceramide (d42:1);Sulfohexosyl ceramide (DH42:1)"	1802	782.060000000001	[C@](CO[C@H]1[C@H](O)[C@@H](OS(=O)(O)=O)[C@@H](O)[C@@H](CO)O1)([H])(NC(CCCCCCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC	new	in vitro
GLTP	SHexCer(d*42:2)	"Sulfohexosyl ceramide (d42:2);Sulfohexosyl ceramide (DH42:2)"	1802	783.060000000001	[C@](CO[C@H]1[C@H](O)[C@@H](OS(=O)(O)=O)[C@@H](O)[C@@H](CO)O1)([H])(NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC	new	in vitro
GLTPD1	CerP(d*32:1)	Ceramide phosphate (d*32:1)	2005	523.97	[C@](COP(=O)(O)O)([H])(NC(CCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC	known	in cellulo
GLTPD1	CerP(d*32:2)	Ceramide phosphate (d*32:2)	2005	524.9699999999997	[C@](COP(=O)(O)O)([H])(NC(CCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/C=C/CCCCCCCCC	known	in cellulo
GLTPD1	CerP(d*33:1)	Ceramide phosphate (d*33:1)	2005	537.6300000000001	[C@](COP(=O)(O)O)([H])(NC(CCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCC	known	in cellulo
GLTPD1	CerP(d*34:1)	Ceramide phosphate (d*34:1)	2005	551.2900000000002	[C@](COP(=O)(O)O)([H])(NC(CCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC	known	in cellulo
GLTPD1	CerP(d*34:2)	Ceramide phosphate (d*34:2)	2005	552.2900000000001	[C@](COP(=O)(O)O)([H])(NC(CCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/C=C/CCCCCCCCCCC	known	in cellulo
GLTPD1	CerP(d*36:1)	Ceramide phosphate (d*36:1)	2005	578.6100000000004	[C@](COP(=O)(O)O)([H])(NC(CCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC	known	in cellulo
GLTPD1	CerP(d*36:2)	Ceramide phosphate (d*36:2)	2005	579.6100000000001	[C@](COP(=O)(O)O)([H])(NC(CCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/C=C/CCCCCCCCCCC	known	in cellulo
GLTPD1	CerP(d*40:1)	Ceramide phosphate (d*40:1)	2005	633.2500000000006	[C@](COP(=O)(O)O)([H])(NC(CCCCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC	known	in cellulo
GLTPD1	CerP(d*42:2)	Ceramide phosphate (d*42:2)	2005	661.5700000000006	[C@](COP(=O)(O)O)([H])(NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC	known	in cellulo
GLTPD1	CerP(d*42:3)	Ceramide phosphate (d*42:3)	2005	662.5700000000007	[C@](COP(=O)(O)O)([H])(NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O)[C@]([H])(O)/C=C/C=C/CCCCCCCCCCC	known	in cellulo
GLTPD1	PG/BMP(30:1)	"Bismonoacylglycerolphosphate (30:1);Phosphatidylglycerol (30:1) => (16:1/14:0)"	2005	605.5900000000001	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O	new	in vitro
GLTPD1	PG/BMP(32:2)	"Bismonoacylglycerolphosphate (32:2);Phosphatidylglycerol (32:2) => (16:1/16:1)"	2005	633.9100000000003	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O	new	in vitro
GLTPD1	SM(d*32:1)	Sphingomyelin (d*32:1)	2005	601.4500000000004	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC	new	in cellulo
GLTPD1	SM(d*33:1)	Sphingomyelin (d*33:1)	2005	615.1100000000005	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCC	new	in cellulo
GLTPD1	SM(d*33:1)	"Sphingomyelin (d33:1);Sphingomyelin (DH33:1)"	2005	615.1100000000005	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCC	new	in vitro
GLTPD1	SM(d*34:1)	Sphingomyelin (d*34:1)	2005	628.7700000000006	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCC	new	in cellulo
GLTPD1	SM(d*34:1)	"Sphingomyelin (d34:1);Sphingomyelin (DH34:1)"	2005	628.7700000000006	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC	new	in vitro
GLTPD1	SM(d*34:2)	"Sphingomyelin (d34:2);Sphingomyelin (DH34:2)"	2005	629.7700000000006	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCC/C=C\CCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC	new	in vitro
GLTPD1	SM(d*34:2)	Sphingomyelin (d*34:2)	2005	629.7700000000003	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCC/C=C\CCC	new	in cellulo
GLTPD1	SM(d*35:1)	"Sphingomyelin (d35:1);Sphingomyelin (DH35:1)"	2005	642.4300000000006	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCCC	new	in vitro
GLTPD1	SM(d*36:1)	"Sphingomyelin (d36:1);Sphingomyelin (DH36:1)"	2005	656.0900000000007	O(P(=O)(OC[C@]([H])(NC(=O)CCCCCCCCCCCCCCCCC)[C@]([H])(O)/C=C/CCCCCCCCCCCCC)[O-])CC[N+](C)(C)C	new	in vitro
GLTPD1	SM(d*36:1)	Sphingomyelin (d*36:1)	2005	656.0900000000007	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCC	new	in cellulo
GLTPD1	SM(d*36:2)	Sphingomyelin (d*36:2)	2005	657.0900000000005	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCC/C=C\CCC	new	in cellulo
GLTPD1	SM(d*36:2)	"Sphingomyelin (d36:2);Sphingomyelin (DH36:2)"	2005	657.0900000000007	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCC/C=C\C/C=C\CCCCC)=O)[C@]([H])(O)CCCCCCCCCCCCCCC	new	in vitro
GLTPD1	SM(d*38:1)	Sphingomyelin (d*38:1)	2005	683.4100000000008	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCC	new	in cellulo
GLTPD1	SM(d*38:1)	"Sphingomyelin (d38:1);Sphingomyelin (DH38:1)"	2005	683.4100000000008	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC	new	in vitro
GLTPD1	SM(d*39:1)	"Sphingomyelin (d39:1);Sphingomyelin (DH39:1)"	2005	697.0700000000008	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC	new	in vitro
GLTPD1	SM(d*40:1)	Sphingomyelin (d*40:1)	2005	710.7300000000009	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC	new	in cellulo
GLTPD1	SM(d*40:1)	"Sphingomyelin (d40:1);Sphingomyelin (DH40:1)"	2005	710.7300000000009	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC	new	in vitro
GLTPD1	SM(d*40:2)	Sphingomyelin (d*40:2)	2005	711.730000000001	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCCCCCC/C=C\CCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC	new	in cellulo
GLTPD1	SM(d*40:2)	"Sphingomyelin (d40:2);Sphingomyelin (DH40:2)"	2005	711.7300000000008	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCC	new	in vitro
GLTPD1	SM(d*41:2)	Sphingomyelin (d*41:2)	2005	725.3900000000009	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCC/C=C\CCC	new	in cellulo
GLTPD1	SM(d*41:2)	"Sphingomyelin (d41:2);Sphingomyelin (DH41:2)"	2005	725.3900000000009	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCC	new	in vitro
GLTPD1	SM(d*42:1)	Sphingomyelin (d*42:1)	2005	738.0500000000011	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC	new	in cellulo
GLTPD1	SM(d*42:1)	"Sphingomyelin (d42:1);Sphingomyelin (DH42:1)"	2005	738.0500000000011	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC	new	in vitro
GLTPD1	SM(d*42:2)	Sphingomyelin (d*42:2)	2005	739.050000000001	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC	new	in cellulo
GLTPD1	SM(d*42:2)	"Sphingomyelin (d42:2);Sphingomyelin (DH42:2)"	2005	739.050000000001	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC	new	in vitro
GLTPD1	SM(d*42:3)	Sphingomyelin (d*42:3)	2005	740.0500000000011	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCC/C=C\CCC	new	in cellulo
GLTPD1	SM(d*42:3)	"Sphingomyelin (d42:3);Sphingomyelin (DH42:3)"	2005	740.0500000000011	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCC/C=C\CCC	new	in vitro
GLTPD1	SM(DH34:0)	Sphingomyelin (DH34:0)	2005	627.7700000000004	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCCCCCCCC)=O)[C@]([H])(O)CCCCCCCCCCCCCCCCC	new	in cellulo
GLTPD1	SM(DH34:0)	Sphingomyelin (DH34:0)	2005	627.7700000000004	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCCCCCCCC)=O)[C@]([H])(O)CCCCCCCCCCCCCCCCC	new	in vitro
GLTPD1	SM(t*34:2)	Sphingomyelin (t*34:2)	2005	629.7700000000003	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/C=C/CCCCCCCCC	new	in cellulo
GM2A	PC(31:1)	Phosphatidylcholine (31:1) => (16:1/15:0)	5525	638.1700000000002	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCCCCC)=O	known	in cellulo
GM2A	PC(33:1)	Phosphatidylcholine (33:1)	5525	665.4900000000004	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCC)=O)COC(CCCCCCCCCCCCCCCCCC)=O	known	in cellulo
GM2A	PC(40:2)	Phosphatidylcholine (40:2)	5525	762.1100000000012	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O	known	in cellulo
